Epoch,Train_Loss,Train_Acc,Val_Loss,Val_Acc
1,5.022731950440383,1.6190117385786802,4.426773847850283,2.0404941390061966
2,4.358177177797114,2.82558692893401,4.229852242444757,4.329636499980266
3,4.156939191866647,4.842163705583756,3.9978775774081794,6.9305758377077
4,3.977638875167382,7.277125634517766,3.901577853806446,9.52756837826104
5,3.7900526559897485,9.68333597715736,3.68673996706668,12.495559853179145
6,3.588403280616412,12.849976205583756,3.585778713640354,14.575521963926274
7,3.4144360401908758,15.678537436548224,3.2874653904450346,18.88147768086198
