Epoch,Train_Loss,Train_Acc,Val_Loss,Val_Acc
1,1.865357531951024,32.77493990384615,1.6712840591430664,40.17
2,1.663695712884267,40.30448717948718,1.5671890069961547,43.81
3,1.5593325617985847,44.333433493589745,1.4658911430358887,47.53
4,1.484738779373658,46.985176282051285,1.4052998680114746,50.38
5,1.4287777313819299,48.6904046474359,1.3746884368896484,51.32
6,1.383489572084867,50.32051282051282,1.3468720628738404,52.02
7,1.3503491099064167,51.92307692307692,1.318709765815735,52.94
