Epoch,Train_Loss,Train_Acc,Val_Loss,Val_Acc
1,3.3264229832551417,16.97716346153846,1.977852532196045,25.36
2,1.9415281949899135,26.00410657051282,1.8778908811569215,31.16
3,1.8018461022621546,32.59465144230769,1.7436373094558715,35.42
4,1.709837338863275,36.022636217948715,1.7002364740371705,38.4
5,1.6329011152952144,38.70943509615385,1.6065915462493896,42.29
6,1.5487079895459688,42.06981169871795,1.4975748182296753,46.25
7,1.46166653969349,45.85086137820513,1.5848337644577026,44.01
