Epoch,Train_Loss,Train_Acc,Val_Loss,Val_Acc
1,2.0431335125214014,28.119991987179485,1.7018669054031372,37.99
2,1.5834455841626875,42.272636217948715,1.468440361213684,46.49
3,1.4062227010726929,48.87570112179487,1.3156435438156129,52.42
4,1.2682742797411406,54.32441907051282,1.2233025148391723,56.54
5,1.1484177662776067,58.77403846153846,1.0693228506088257,61.63
6,1.037776564940428,62.805488782051285,0.9908532247543335,64.38
7,0.9229418153946216,67.27764423076923,0.9005834226608276,67.77
